rowid,question_id,poll_id,cycle,state,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,sample_size,population,population_full,methodology,office_type,seat_number,seat_name,start_date,end_date,election_date,sponsor_candidate,internal,partisan,tracking,nationwide_batch,ranked_choice_reallocated,created_at,notes,url,stage,race_id,answer,candidate_id,candidate_name,candidate_party,pct
70,138671,73908,2020,Georgia,621,JMC Analytics,,,JMC Analytics,156,JMC Analytics,B/C,500,lv,lv,IVR/Live Phone,U.S. Senate,0,Class II,12/28/20,12/29/20,1/5/21,,0,,,0,0,12/30/20 10:26,,https://winwithjmc.com/wp-content/uploads/2020/12/Georgia-Senate-Runoff-Executive-Summary.pdf,runoff,8737,Perdue,14568,David A. Perdue,REP,45.0
71,138672,73908,2020,Georgia,621,JMC Analytics,,,JMC Analytics,156,JMC Analytics,B/C,500,lv,lv,IVR/Live Phone,U.S. Senate,2,Class III,12/28/20,12/29/20,1/5/21,,0,,,0,0,12/30/20 10:26,,https://winwithjmc.com/wp-content/uploads/2020/12/Georgia-Senate-Runoff-Executive-Summary.pdf,runoff,7781,Warnock,14489,Raphael Warnock,DEM,54.0
72,138672,73908,2020,Georgia,621,JMC Analytics,,,JMC Analytics,156,JMC Analytics,B/C,500,lv,lv,IVR/Live Phone,U.S. Senate,2,Class III,12/28/20,12/29/20,1/5/21,,0,,,0,0,12/30/20 10:26,,https://winwithjmc.com/wp-content/uploads/2020/12/Georgia-Senate-Runoff-Executive-Summary.pdf,runoff,7781,Loeffler,13671,Kelly Loeffler,REP,45.0
73,138663,73906,2020,Georgia,1250,Trafalgar Group,,,Trafalgar Group,338,Trafalgar Group,A-,1022,lv,lv,IVR/Online/Text,U.S. Senate,0,Class II,12/23/20,12/27/20,1/5/21,,0,REP,,0,0,12/29/20 13:14,,https://www.thetrafalgargroup.org/news/ga-sen-122/,runoff,8737,Ossoff,14567,Jon Ossoff,DEM,50.4
74,138663,73906,2020,Georgia,1250,Trafalgar Group,,,Trafalgar Group,338,Trafalgar Group,A-,1022,lv,lv,IVR/Online/Text,U.S. Senate,0,Class II,12/23/20,12/27/20,1/5/21,,0,REP,,0,0,12/29/20 13:14,,https://www.thetrafalgargroup.org/news/ga-sen-122/,runoff,8737,Perdue,14568,David A. Perdue,REP,47.7
75,138664,73906,2020,Georgia,1250,Trafalgar Group,,,Trafalgar Group,338,Trafalgar Group,A-,1022,lv,lv,IVR/Online/Text,U.S. Senate,2,Class III,12/23/20,12/27/20,1/5/21,,0,REP,,0,0,12/29/20 13:14,,https://www.thetrafalgargroup.org/news/ga-sen-122/,runoff,7781,Warnock,14489,Raphael Warnock,DEM,49.6
76,138664,73906,2020,Georgia,1250,Trafalgar Group,,,Trafalgar Group,338,Trafalgar Group,A-,1022,lv,lv,IVR/Online/Text,U.S. Senate,2,Class III,12/23/20,12/27/20,1/5/21,,0,REP,,0,0,12/29/20 13:14,,https://www.thetrafalgargroup.org/news/ga-sen-122/,runoff,7781,Loeffler,13671,Kelly Loeffler,REP,48.8
77,138646,73898,2020,Georgia,1661,Open Model Project,1597,American Civics Exchange,Open Model Project,629,Open Model Project,B/C,1405,lv,lv,IVR/Online,U.S. Senate,0,Class II,12/21/20,12/27/20,1/5/21,,0,,,0,0,12/29/20 09:22,,https://www.openmodelproject.org/ga-poll-runoff-method/,runoff,8737,Ossoff,14567,Jon Ossoff,DEM,45.6
78,138646,73898,2020,Georgia,1661,Open Model Project,1597,American Civics Exchange,Open Model Project,629,Open Model Project,B/C,1405,lv,lv,IVR/Online,U.S. Senate,0,Class II,12/21/20,12/27/20,1/5/21,,0,,,0,0,12/29/20 09:22,,https://www.openmodelproject.org/ga-poll-runoff-method/,runoff,8737,Perdue,14568,David A. Perdue,REP,49.5
79,138647,73898,2020,Georgia,1661,Open Model Project,1597,American Civics Exchange,Open Model Project,629,Open Model Project,B/C,1405,lv,lv,IVR/Online,U.S. Senate,2,Class III,12/21/20,12/27/20,1/5/21,,0,,,0,0,12/29/20 09:22,,https://www.openmodelproject.org/ga-poll-runoff-method/,runoff,7781,Warnock,14489,Raphael Warnock,DEM,46.2
80,138647,73898,2020,Georgia,1661,Open Model Project,1597,American Civics Exchange,Open Model Project,629,Open Model Project,B/C,1405,lv,lv,IVR/Online,U.S. Senate,2,Class III,12/21/20,12/27/20,1/5/21,,0,,,0,0,12/29/20 09:22,,https://www.openmodelproject.org/ga-poll-runoff-method/,runoff,7781,Loeffler,13671,Kelly Loeffler,REP,50.3
81,138617,73886,2020,Georgia,235,Opinion Savvy/InsiderAdvantage,195,Fox 5 Atlanta,InsiderAdvantage,243,Opinion Savvy/InsiderAdvantage,B,500,lv,lv,IVR/Live Phone,U.S. Senate,0,Class II,12/21/20,12/22/20,1/5/21,,0,,,0,0,12/23/20 15:47,,https://insideradvantage.com/2020/12/23/poll-perdue-up-over-ossoff-loeffler-falls-behind-warnock/,runoff,8737,Ossoff,14567,Jon Ossoff,DEM,47.5
82,138617,73886,2020,Georgia,235,Opinion Savvy/InsiderAdvantage,195,Fox 5 Atlanta,InsiderAdvantage,243,Opinion Savvy/InsiderAdvantage,B,500,lv,lv,IVR/Live Phone,U.S. Senate,0,Class II,12/21/20,12/22/20,1/5/21,,0,,,0,0,12/23/20 15:47,,https://insideradvantage.com/2020/12/23/poll-perdue-up-over-ossoff-loeffler-falls-behind-warnock/,runoff,8737,Perdue,14568,David A. Perdue,REP,49.4
83,138618,73886,2020,Georgia,235,Opinion Savvy/InsiderAdvantage,195,Fox 5 Atlanta,InsiderAdvantage,243,Opinion Savvy/InsiderAdvantage,B,500,lv,lv,IVR/Live Phone,U.S. Senate,2,Class III,12/21/20,12/22/20,1/5/21,,0,,,0,0,12/23/20 15:47,,https://insideradvantage.com/2020/12/23/poll-perdue-up-over-ossoff-loeffler-falls-behind-warnock/,runoff,7781,Warnock,14489,Raphael Warnock,DEM,48.5
84,138618,73886,2020,Georgia,235,Opinion Savvy/InsiderAdvantage,195,Fox 5 Atlanta,InsiderAdvantage,243,Opinion Savvy/InsiderAdvantage,B,500,lv,lv,IVR/Live Phone,U.S. Senate,2,Class III,12/21/20,12/22/20,1/5/21,,0,,,0,0,12/23/20 15:47,,https://insideradvantage.com/2020/12/23/poll-perdue-up-over-ossoff-loeffler-falls-behind-warnock/,runoff,7781,Loeffler,13671,Kelly Loeffler,REP,47.3
85,138741,73955,2020,Georgia,299,Mellman Group,1602,Democratic Majority for Israel PAC,Mellman Group,205,Mellman Group,B/C,578,lv,lv,Live Phone/Text,U.S. Senate,0,Class II,12/18/20,12/22/20,1/5/21,,0,DEM,,0,0,12/31/20 14:57,,https://projects.fivethirtyeight.com/polls/20201231_GA_Mellman.pdf,runoff,8737,Ossoff,14567,Jon Ossoff,DEM,50.0
86,138741,73955,2020,Georgia,299,Mellman Group,1602,Democratic Majority for Israel PAC,Mellman Group,205,Mellman Group,B/C,578,lv,lv,Live Phone/Text,U.S. Senate,0,Class II,12/18/20,12/22/20,1/5/21,,0,DEM,,0,0,12/31/20 14:57,,https://projects.fivethirtyeight.com/polls/20201231_GA_Mellman.pdf,runoff,8737,Perdue,14568,David A. Perdue,REP,47.0
87,138742,73955,2020,Georgia,299,Mellman Group,1602,Democratic Majority for Israel PAC,Mellman Group,205,Mellman Group,B/C,578,lv,lv,Live Phone/Text,U.S. Senate,2,Class III,12/18/20,12/22/20,1/5/21,,0,DEM,,0,0,12/31/20 14:57,,https://projects.fivethirtyeight.com/polls/20201231_GA_Mellman.pdf,runoff,7781,Warnock,14489,Raphael Warnock,DEM,50.0
88,138742,73955,2020,Georgia,299,Mellman Group,1602,Democratic Majority for Israel PAC,Mellman Group,205,Mellman Group,B/C,578,lv,lv,Live Phone/Text,U.S. Senate,2,Class III,12/18/20,12/22/20,1/5/21,,0,DEM,,0,0,12/31/20 14:57,,https://projects.fivethirtyeight.com/polls/20201231_GA_Mellman.pdf,runoff,7781,Loeffler,13671,Kelly Loeffler,REP,47.0
89,138628,73888,2020,Georgia,1659,Reconnect Research/Probolsky Research,,,Reconnect Research/Probolsky Research,651,Reconnect Research/Probolsky Research,B/C,1027,lv,lv,IVR,U.S. Senate,0,Class II,12/14/20,12/22/20,1/5/21,,0,,,0,0,12/24/20 09:12,,https://www.probolskyresearch.com/2020/12/23/perdue-and-warnock-lead-by-the-slimmest-of-margins-in-georgia-senate-runoff-election/,runoff,8737,Ossoff,14567,Jon Ossoff,DEM,42.0
90,138628,73888,2020,Georgia,1659,Reconnect Research/Probolsky Research,,,Reconnect Research/Probolsky Research,651,Reconnect Research/Probolsky Research,B/C,1027,lv,lv,IVR,U.S. Senate,0,Class II,12/14/20,12/22/20,1/5/21,,0,,,0,0,12/24/20 09:12,,https://www.probolskyresearch.com/2020/12/23/perdue-and-warnock-lead-by-the-slimmest-of-margins-in-georgia-senate-runoff-election/,runoff,8737,Perdue,14568,David A. Perdue,REP,43.0
91,138629,73888,2020,Georgia,1659,Reconnect Research/Probolsky Research,,,Reconnect Research/Probolsky Research,651,Reconnect Research/Probolsky Research,B/C,1027,lv,lv,IVR,U.S. Senate,2,Class III,12/14/20,12/22/20,1/5/21,,0,,,0,0,12/24/20 09:13,,https://www.probolskyresearch.com/2020/12/23/perdue-and-warnock-lead-by-the-slimmest-of-margins-in-georgia-senate-runoff-election/,runoff,7781,Warnock,14489,Raphael Warnock,DEM,43.0
92,138629,73888,2020,Georgia,1659,Reconnect Research/Probolsky Research,,,Reconnect Research/Probolsky Research,651,Reconnect Research/Probolsky Research,B/C,1027,lv,lv,IVR,U.S. Senate,2,Class III,12/14/20,12/22/20,1/5/21,,0,,,0,0,12/24/20 09:13,,https://www.probolskyresearch.com/2020/12/23/perdue-and-warnock-lead-by-the-slimmest-of-margins-in-georgia-senate-runoff-election/,runoff,7781,Loeffler,13671,Kelly Loeffler,REP,42.0
93,138540,73860,2020,Georgia,460,SurveyUSA,147,WXIA-TV,SurveyUSA,325,SurveyUSA,A,600,lv,lv,Online,U.S. Senate,0,Class II,12/16/20,12/20/20,1/5/21,,0,,,0,0,12/22/20 08:37,,http://www.surveyusa.com/client/PollReport.aspx?g=bbb4e7fb-04c1-4b0f-b0b4-dbdb743cae4e,runoff,8737,Ossoff,14567,Jon Ossoff,DEM,51.0
94,138540,73860,2020,Georgia,460,SurveyUSA,147,WXIA-TV,SurveyUSA,325,SurveyUSA,A,600,lv,lv,Online,U.S. Senate,0,Class II,12/16/20,12/20/20,1/5/21,,0,,,0,0,12/22/20 08:37,,http://www.surveyusa.com/client/PollReport.aspx?g=bbb4e7fb-04c1-4b0f-b0b4-dbdb743cae4e,runoff,8737,Perdue,14568,David A. Perdue,REP,46.0
95,138541,73860,2020,Georgia,460,SurveyUSA,147,WXIA-TV,SurveyUSA,325,SurveyUSA,A,600,lv,lv,Online,U.S. Senate,2,Class III,12/16/20,12/20/20,1/5/21,,0,,,0,0,12/22/20 08:37,,http://www.surveyusa.com/client/PollReport.aspx?g=bbb4e7fb-04c1-4b0f-b0b4-dbdb743cae4e,runoff,7781,Warnock,14489,Raphael Warnock,DEM,52.0
96,138541,73860,2020,Georgia,460,SurveyUSA,147,WXIA-TV,SurveyUSA,325,SurveyUSA,A,600,lv,lv,Online,U.S. Senate,2,Class III,12/16/20,12/20/20,1/5/21,,0,,,0,0,12/22/20 08:37,,http://www.surveyusa.com/client/PollReport.aspx?g=bbb4e7fb-04c1-4b0f-b0b4-dbdb743cae4e,runoff,7781,Loeffler,13671,Kelly Loeffler,REP,45.0
97,138448,73801,2020,Georgia,1102,Emerson College,,,Emerson College,88,Emerson College,A-,605,lv,lv,IVR/Online,U.S. Senate,0,Class II,12/14/20,12/16/20,1/5/21,,0,,,0,0,12/16/20 22:21,,https://emersonpolling.reportablenews.com/pr/georgia-2020-incumbent-republicans-with-slight-advantages-in-senate-run-offs,runoff,8737,Ossoff,14567,Jon Ossoff,DEM,49.0
98,138448,73801,2020,Georgia,1102,Emerson College,,,Emerson College,88,Emerson College,A-,605,lv,lv,IVR/Online,U.S. Senate,0,Class II,12/14/20,12/16/20,1/5/21,,0,,,0,0,12/16/20 22:21,,https://emersonpolling.reportablenews.com/pr/georgia-2020-incumbent-republicans-with-slight-advantages-in-senate-run-offs,runoff,8737,Perdue,14568,David A. Perdue,REP,51.0
99,138449,73801,2020,Georgia,1102,Emerson College,,,Emerson College,88,Emerson College,A-,605,lv,lv,IVR/Online,U.S. Senate,2,Class III,12/14/20,12/16/20,1/5/21,,0,,,0,0,12/16/20 22:21,,https://emersonpolling.reportablenews.com/pr/georgia-2020-incumbent-republicans-with-slight-advantages-in-senate-run-offs,runoff,7781,Warnock,14489,Raphael Warnock,DEM,48.8
100,138449,73801,2020,Georgia,1102,Emerson College,,,Emerson College,88,Emerson College,A-,605,lv,lv,IVR/Online,U.S. Senate,2,Class III,12/14/20,12/16/20,1/5/21,,0,,,0,0,12/16/20 22:21,,https://emersonpolling.reportablenews.com/pr/georgia-2020-incumbent-republicans-with-slight-advantages-in-senate-run-offs,runoff,7781,Loeffler,13671,Kelly Loeffler,REP,51.2
101,138503,73835,2020,Georgia,1250,Trafalgar Group,,,Trafalgar Group,338,Trafalgar Group,A-,1064,lv,lv,IVR/Online/Text,U.S. Senate,0,Class II,12/14/20,12/16/20,1/5/21,,0,REP,,0,0,12/18/20 22:03,,https://www.thetrafalgargroup.org/news/ga-sen-dec-18/,runoff,8737,Ossoff,14567,Jon Ossoff,DEM,47.5
102,138503,73835,2020,Georgia,1250,Trafalgar Group,,,Trafalgar Group,338,Trafalgar Group,A-,1064,lv,lv,IVR/Online/Text,U.S. Senate,0,Class II,12/14/20,12/16/20,1/5/21,,0,REP,,0,0,12/18/20 22:03,,https://www.thetrafalgargroup.org/news/ga-sen-dec-18/,runoff,8737,Perdue,14568,David A. Perdue,REP,50.2
103,138504,73835,2020,Georgia,1250,Trafalgar Group,,,Trafalgar Group,338,Trafalgar Group,A-,1064,lv,lv,IVR/Online/Text,U.S. Senate,2,Class III,12/14/20,12/16/20,1/5/21,,0,REP,,0,0,12/18/20 22:04,,https://www.thetrafalgargroup.org/news/ga-sen-dec-18/,runoff,7781,Warnock,14489,Raphael Warnock,DEM,45.5
104,138504,73835,2020,Georgia,1250,Trafalgar Group,,,Trafalgar Group,338,Trafalgar Group,A-,1064,lv,lv,IVR/Online/Text,U.S. Senate,2,Class III,12/14/20,12/16/20,1/5/21,,0,REP,,0,0,12/18/20 22:04,,https://www.thetrafalgargroup.org/news/ga-sen-dec-18/,runoff,7781,Loeffler,13671,Kelly Loeffler,REP,52.2
105,138389,73789,2020,Georgia,235,Opinion Savvy/InsiderAdvantage,195,Fox 5 Atlanta,InsiderAdvantage,243,Opinion Savvy/InsiderAdvantage,B,500,lv,lv,IVR/Live Phone,U.S. Senate,0,Class II,12/14/20,12/14/20,1/5/21,,0,,,0,0,12/15/20 18:11,,https://insideradvantage.com/wp-content/uploads/2020/12/Runoff-Poll-Crosstabs.pdf,runoff,8737,Ossoff,14567,Jon Ossoff,DEM,47.8
106,138389,73789,2020,Georgia,235,Opinion Savvy/InsiderAdvantage,195,Fox 5 Atlanta,InsiderAdvantage,243,Opinion Savvy/InsiderAdvantage,B,500,lv,lv,IVR/Live Phone,U.S. Senate,0,Class II,12/14/20,12/14/20,1/5/21,,0,,,0,0,12/15/20 18:11,,https://insideradvantage.com/wp-content/uploads/2020/12/Runoff-Poll-Crosstabs.pdf,runoff,8737,Perdue,14568,David A. Perdue,REP,49.0
107,138390,73789,2020,Georgia,235,Opinion Savvy/InsiderAdvantage,195,Fox 5 Atlanta,InsiderAdvantage,243,Opinion Savvy/InsiderAdvantage,B,500,lv,lv,IVR/Live Phone,U.S. Senate,2,Class III,12/14/20,12/14/20,1/5/21,,0,,,0,0,12/15/20 18:11,,https://insideradvantage.com/wp-content/uploads/2020/12/Runoff-Poll-Crosstabs.pdf,runoff,7781,Warnock,14489,Raphael Warnock,DEM,48.0
108,138390,73789,2020,Georgia,235,Opinion Savvy/InsiderAdvantage,195,Fox 5 Atlanta,InsiderAdvantage,243,Opinion Savvy/InsiderAdvantage,B,500,lv,lv,IVR/Live Phone,U.S. Senate,2,Class III,12/14/20,12/14/20,1/5/21,,0,,,0,0,12/15/20 18:11,,https://insideradvantage.com/wp-content/uploads/2020/12/Runoff-Poll-Crosstabs.pdf,runoff,7781,Loeffler,13671,Kelly Loeffler,REP,49.2
109,138492,73831,2020,Georgia,1642,Wick,,,Wick,284,Wick,A/B,1500,lv,lv,IVR/Online,U.S. Senate,0,Class II,12/10/20,12/14/20,1/5/21,,0,,,0,0,12/17/20 21:48,,https://medium.com/wick-research/ga-senate-runoff-poll-results-a6635c8cd3cf,runoff,8737,Ossoff,14567,Jon Ossoff,DEM,46.7
110,138492,73831,2020,Georgia,1642,Wick,,,Wick,284,Wick,A/B,1500,lv,lv,IVR/Online,U.S. Senate,0,Class II,12/10/20,12/14/20,1/5/21,,0,,,0,0,12/17/20 21:48,,https://medium.com/wick-research/ga-senate-runoff-poll-results-a6635c8cd3cf,runoff,8737,Perdue,14568,David A. Perdue,REP,50.8
111,138493,73831,2020,Georgia,1642,Wick,,,Wick,284,Wick,A/B,1500,lv,lv,IVR/Online,U.S. Senate,2,Class III,12/10/20,12/14/20,1/5/21,,0,,,0,0,12/17/20 21:48,,https://medium.com/wick-research/ga-senate-runoff-poll-results-a6635c8cd3cf,runoff,7781,Warnock,14489,Raphael Warnock,DEM,47.7
112,138493,73831,2020,Georgia,1642,Wick,,,Wick,284,Wick,A/B,1500,lv,lv,IVR/Online,U.S. Senate,2,Class III,12/10/20,12/14/20,1/5/21,,0,,,0,0,12/17/20 21:48,,https://medium.com/wick-research/ga-senate-runoff-poll-results-a6635c8cd3cf,runoff,7781,Loeffler,13671,Kelly Loeffler,REP,50.2
113,138507,73838,2020,Georgia,1554,RMG Research,1475,PoliticalIQ,RMG Research,555,RMG Research,B-,1417,lv,lv,Online/Text,U.S. Senate,0,Class II,12/8/20,12/14/20,1/5/21,,0,,,0,0,12/21/20 09:31,,https://politicaliq.com/2020/12/21/georgia-senate-races-nobodys-at-50-yet/,runoff,8737,Ossoff,14567,Jon Ossoff,DEM,49.0
114,138507,73838,2020,Georgia,1554,RMG Research,1475,PoliticalIQ,RMG Research,555,RMG Research,B-,1417,lv,lv,Online/Text,U.S. Senate,0,Class II,12/8/20,12/14/20,1/5/21,,0,,,0,0,12/21/20 09:31,,https://politicaliq.com/2020/12/21/georgia-senate-races-nobodys-at-50-yet/,runoff,8737,Perdue,14568,David A. Perdue,REP,47.0
115,138508,73838,2020,Georgia,1554,RMG Research,1475,PoliticalIQ,RMG Research,555,RMG Research,B-,1417,lv,lv,Online/Text,U.S. Senate,2,Class III,12/8/20,12/14/20,1/5/21,,0,,,0,0,12/21/20 09:32,,https://politicaliq.com/2020/12/21/georgia-senate-races-nobodys-at-50-yet/,runoff,7781,Warnock,14489,Raphael Warnock,DEM,49.0
116,138508,73838,2020,Georgia,1554,RMG Research,1475,PoliticalIQ,RMG Research,555,RMG Research,B-,1417,lv,lv,Online/Text,U.S. Senate,2,Class III,12/8/20,12/14/20,1/5/21,,0,,,0,0,12/21/20 09:32,,https://politicaliq.com/2020/12/21/georgia-senate-races-nobodys-at-50-yet/,runoff,7781,Loeffler,13671,Kelly Loeffler,REP,48.0
117,138266,73702,2020,Georgia,1250,Trafalgar Group,,,Trafalgar Group,338,Trafalgar Group,A-,1018,lv,lv,IVR/Online/Text,U.S. Senate,0,Class II,12/8/20,12/10/20,1/5/21,,0,REP,,0,0,12/12/20 12:16,,https://www.thetrafalgargroup.org/news/ga-sen-1211/,runoff,8737,Ossoff,14567,Jon Ossoff,DEM,49.1
118,138266,73702,2020,Georgia,1250,Trafalgar Group,,,Trafalgar Group,338,Trafalgar Group,A-,1018,lv,lv,IVR/Online/Text,U.S. Senate,0,Class II,12/8/20,12/10/20,1/5/21,,0,REP,,0,0,12/12/20 12:16,,https://www.thetrafalgargroup.org/news/ga-sen-1211/,runoff,8737,Perdue,14568,David A. Perdue,REP,48.8
119,138267,73702,2020,Georgia,1250,Trafalgar Group,,,Trafalgar Group,338,Trafalgar Group,A-,1018,lv,lv,IVR/Online/Text,U.S. Senate,2,Class III,12/8/20,12/10/20,1/5/21,,0,REP,,0,0,12/12/20 12:16,,https://www.thetrafalgargroup.org/news/ga-sen-1211/,runoff,7781,Warnock,14489,Raphael Warnock,DEM,47.3
120,138267,73702,2020,Georgia,1250,Trafalgar Group,,,Trafalgar Group,338,Trafalgar Group,A-,1018,lv,lv,IVR/Online/Text,U.S. Senate,2,Class III,12/8/20,12/10/20,1/5/21,,0,REP,,0,0,12/12/20 12:16,,https://www.thetrafalgargroup.org/news/ga-sen-1211/,runoff,7781,Loeffler,13671,Kelly Loeffler,REP,50.4
121,138229,73672,2020,Georgia,1617,Fabrizio Ward/Hart Research Associates/AARP Research,42,AARP,Fabrizio Ward/Hart Research Associates/AARP Research,613,Fabrizio Ward/Hart Research Associates/AARP Research,,1250,lv,lv,Live Phone,U.S. Senate,0,Class II,11/30/20,12/4/20,1/5/21,,0,,,0,0,12/11/20 12:40,,https://www.aarp.org/content/dam/aarp/research/surveys_statistics/politics/2020/2020-election-battleground-states-senate-georgia-runoff-election.doi.10.26419-2Fres.00401.029.pdf,runoff,8737,Ossoff,14567,Jon Ossoff,DEM,48.0
122,138229,73672,2020,Georgia,1617,Fabrizio Ward/Hart Research Associates/AARP Research,42,AARP,Fabrizio Ward/Hart Research Associates/AARP Research,613,Fabrizio Ward/Hart Research Associates/AARP Research,,1250,lv,lv,Live Phone,U.S. Senate,0,Class II,11/30/20,12/4/20,1/5/21,,0,,,0,0,12/11/20 12:40,,https://www.aarp.org/content/dam/aarp/research/surveys_statistics/politics/2020/2020-election-battleground-states-senate-georgia-runoff-election.doi.10.26419-2Fres.00401.029.pdf,runoff,8737,Perdue,14568,David A. Perdue,REP,46.0
123,138230,73672,2020,Georgia,1617,Fabrizio Ward/Hart Research Associates/AARP Research,42,AARP,Fabrizio Ward/Hart Research Associates/AARP Research,613,Fabrizio Ward/Hart Research Associates/AARP Research,,1250,lv,lv,Live Phone,U.S. Senate,2,Class III,11/30/20,12/4/20,1/5/21,,0,,,0,0,12/11/20 12:40,,https://www.aarp.org/content/dam/aarp/research/surveys_statistics/politics/2020/2020-election-battleground-states-senate-georgia-runoff-election.doi.10.26419-2Fres.00401.029.pdf,runoff,7781,Warnock,14489,Raphael Warnock,DEM,47.0
124,138230,73672,2020,Georgia,1617,Fabrizio Ward/Hart Research Associates/AARP Research,42,AARP,Fabrizio Ward/Hart Research Associates/AARP Research,613,Fabrizio Ward/Hart Research Associates/AARP Research,,1250,lv,lv,Live Phone,U.S. Senate,2,Class III,11/30/20,12/4/20,1/5/21,,0,,,0,0,12/11/20 12:40,,https://www.aarp.org/content/dam/aarp/research/surveys_statistics/politics/2020/2020-election-battleground-states-senate-georgia-runoff-election.doi.10.26419-2Fres.00401.029.pdf,runoff,7781,Loeffler,13671,Kelly Loeffler,REP,46.0
125,137883,73495,2020,Georgia,1250,Trafalgar Group,,,Trafalgar Group,338,Trafalgar Group,A-,1083,lv,lv,IVR/Online/Text,U.S. Senate,0,Class II,12/1/20,12/3/20,1/5/21,,0,REP,,0,0,12/4/20 12:51,,https://www.thetrafalgargroup.org/news/gasen-dec04/,runoff,8737,Ossoff,14567,Jon Ossoff,DEM,48.0
126,137883,73495,2020,Georgia,1250,Trafalgar Group,,,Trafalgar Group,338,Trafalgar Group,A-,1083,lv,lv,IVR/Online/Text,U.S. Senate,0,Class II,12/1/20,12/3/20,1/5/21,,0,REP,,0,0,12/4/20 12:51,,https://www.thetrafalgargroup.org/news/gasen-dec04/,runoff,8737,Perdue,14568,David A. Perdue,REP,47.3
127,137884,73495,2020,Georgia,1250,Trafalgar Group,,,Trafalgar Group,338,Trafalgar Group,A-,1083,lv,lv,IVR/Online/Text,U.S. Senate,2,Class III,12/1/20,12/3/20,1/5/21,,0,REP,,0,0,12/4/20 12:51,,https://www.thetrafalgargroup.org/news/gasen-dec04/,runoff,7781,Warnock,14489,Raphael Warnock,DEM,45.3
128,137884,73495,2020,Georgia,1250,Trafalgar Group,,,Trafalgar Group,338,Trafalgar Group,A-,1083,lv,lv,IVR/Online/Text,U.S. Senate,2,Class III,12/1/20,12/3/20,1/5/21,,0,REP,,0,0,12/4/20 12:51,,https://www.thetrafalgargroup.org/news/gasen-dec04/,runoff,7781,Loeffler,13671,Kelly Loeffler,REP,50.2
129,137759,73446,2020,Georgia,460,SurveyUSA,147,WXIA-TV,SurveyUSA,325,SurveyUSA,A,583,lv,lv,Online,U.S. Senate,0,Class II,11/27/20,11/30/20,1/5/21,,0,,,0,0,12/3/20 09:30,,http://www.surveyusa.com/client/PollReport.aspx?g=ea81d6f1-db8e-4f77-b44a-63e9893acc3e,runoff,8737,Ossoff,14567,Jon Ossoff,DEM,50.0
130,137759,73446,2020,Georgia,460,SurveyUSA,147,WXIA-TV,SurveyUSA,325,SurveyUSA,A,583,lv,lv,Online,U.S. Senate,0,Class II,11/27/20,11/30/20,1/5/21,,0,,,0,0,12/3/20 09:30,,http://www.surveyusa.com/client/PollReport.aspx?g=ea81d6f1-db8e-4f77-b44a-63e9893acc3e,runoff,8737,Perdue,14568,David A. Perdue,REP,48.0
131,137760,73446,2020,Georgia,460,SurveyUSA,147,WXIA-TV,SurveyUSA,325,SurveyUSA,A,583,lv,lv,Online,U.S. Senate,2,Class III,11/27/20,11/30/20,1/5/21,,0,,,0,0,12/3/20 09:30,,http://www.surveyusa.com/client/PollReport.aspx?g=ea81d6f1-db8e-4f77-b44a-63e9893acc3e,runoff,7781,Warnock,14489,Raphael Warnock,DEM,52.0
132,137760,73446,2020,Georgia,460,SurveyUSA,147,WXIA-TV,SurveyUSA,325,SurveyUSA,A,583,lv,lv,Online,U.S. Senate,2,Class III,11/27/20,11/30/20,1/5/21,,0,,,0,0,12/3/20 09:30,,http://www.surveyusa.com/client/PollReport.aspx?g=ea81d6f1-db8e-4f77-b44a-63e9893acc3e,runoff,7781,Loeffler,13671,Kelly Loeffler,REP,45.0
