poll_id,study_id,release_version,pollster_id,sponsor_id,source_url,raw_hash,field_start,field_end,published_at,corrected_at,retrieved_at,valid_from,valid_to,available_at,event_time,election_id,office,state,race_id,population,sample_size,mode,dem_share,rep_share,undecided,other_share,two_party_margin,partisan,exclusion_status,exclusion_reason,parser_version,normalized_at,supersedes
poll-2014-CO-9-112,study-2014-CO-PPP-2014-07-15,1,PPP,none,synthetic://fixtures/polls,b87306271abf451beae602742e2449f237d392f33bd3369b1c45ac475dfee4fd,2014-07-12,2014-07-15,2014-07-16,,2026-09-13T15:08:13.803678+00:00,2014-07-16,,2014-07-16,2014-07-15,senate-2014,US_SENATE,CO,senate-2014-CO,LV,750,Online,58.15,41.85,4.37,1.39,16.296,False,include,,fixtures-v1,2026-09-13T15:08:13.803678+00:00,
poll-2014-CO-10-28,study-2014-CO-Emerson-2014-10-07,1,Emerson,none,synthetic://fixtures/polls,14cb51a39bd8ef37fc2e3836883db43da087257083de358c4eaa2cfdb1fc5dc8,2014-10-03,2014-10-07,2014-10-08,,2026-09-13T15:08:13.803678+00:00,2014-10-08,,2014-10-08,2014-10-07,senate-2014,US_SENATE,CO,senate-2014-CO,LV,500,IVR/Online,50.2,49.8,0.19,1.81,0.393,False,include,,fixtures-v1,2026-09-13T15:08:13.803678+00:00,
poll-2014-CO-11-6,study-2014-CO-Marist-2014-10-29,1,Marist,none,synthetic://fixtures/polls,83d201d34afe23f8a41d103a04200350aa818d777dfc8fb09745f90738859022,2014-10-26,2014-10-29,2014-10-30,,2026-09-13T15:08:13.803678+00:00,2014-10-30,,2014-10-30,2014-10-29,senate-2014,US_SENATE,CO,senate-2014-CO,LV,1200,Live Phone,54.61,45.39,3.24,0.26,9.228,False,include,,fixtures-v1,2026-09-13T15:08:13.803678+00:00,
poll-2014-CO-12-72,study-2014-CO-Emerson-2014-08-24,1,Emerson,none,synthetic://fixtures/polls,2c694805d4e34296f0cda65b390f488e1b7bb2f57987ff6c44b067a672511536,2014-08-22,2014-08-24,2014-08-24,,2026-09-13T15:08:13.803678+00:00,2014-08-24,,2014-08-24,2014-08-24,senate-2014,US_SENATE,CO,senate-2014-CO,LV,1200,Online,54.81,45.19,5.23,1.15,9.623,False,include,,fixtures-v1,2026-09-13T15:08:13.803678+00:00,
poll-2014-CO-13-36,study-2014-CO-Trafalgar-2014-09-29,1,Trafalgar,none,synthetic://fixtures/polls,c309edea9aae198a89be70b42c1aff28c30dca7a362d9210af9352394fb65498,2014-09-27,2014-09-29,2014-09-29,,2026-09-13T15:08:13.803678+00:00,2014-09-29,,2014-09-29,2014-09-29,senate-2014,US_SENATE,CO,senate-2014-CO,RV,1200,Online,53.11,46.89,0.42,0.76,6.214,False,include,,fixtures-v1,2026-09-13T15:08:13.803678+00:00,
poll-2014-CO-14-79,study-2014-CO-Data for Progress-2014-08-17,1,Data for Progress,none,synthetic://fixtures/polls,aa0e846c7902094d093ee6e366ba19e88a9fae8f0d76ba9fab375781d1be0b33,2014-08-14,2014-08-17,2014-08-17,,2026-09-13T15:08:13.803678+00:00,2014-08-17,,2014-08-17,2014-08-17,senate-2014,US_SENATE,CO,senate-2014-CO,LV,750,IVR/Online,51.89,48.11,3.99,1.23,3.784,False,include,,fixtures-v1,2026-09-13T15:08:13.803678+00:00,
poll-2014-CO-15-138,study-2014-CO-RMG Research-2014-06-19,1,RMG Research,none,synthetic://fixtures/polls,90657c2fe1505a6f422baa1a1d5bfa2e8b589184a016e04d81870c106c75f61a,2014-06-15,2014-06-19,2014-06-20,,2026-09-13T15:08:13.803678+00:00,2014-06-20,,2014-06-20,2014-06-19,senate-2014,US_SENATE,CO,senate-2014-CO,RV,1200,Online,49.47,50.53,0.41,0.96,-1.057,False,include,,fixtures-v1,2026-09-13T15:08:13.803678+00:00,
poll-2014-CO-16-59,study-2014-CO-Marist-2014-09-06,1,Marist,none,synthetic://fixtures/polls,67f11aaebccdcd3e1a177ab2fdfa008ea579895a84bb6902a273c82f01d6df42,2014-09-02,2014-09-06,2014-09-06,,2026-09-13T15:08:13.803678+00:00,2014-09-06,,2014-09-06,2014-09-06,senate-2014,US_SENATE,CO,senate-2014-CO,LV,900,IVR/Online,57.08,42.92,2.63,1.31,14.165,False,include,,fixtures-v1,2026-09-13T15:08:13.803678+00:00,
poll-2014-DE-0-53,study-2014-DE-Siena-tracker,1,Siena,none,synthetic://fixtures/polls,85c3143744328b39d839ffa4e1e0d45690ab0239fb00bf02daf33b282395988d,2014-09-03,2014-09-06,2014-09-07,,2026-09-13T15:08:13.803678+00:00,2014-09-07,,2014-09-07,2014-09-06,senate-2014,US_SENATE,DE,senate-2014-DE,LV,400,IVR/Online,61.11,38.89,5.94,1.51,22.21,False,include,,fixtures-v1,2026-09-13T15:08:13.804681+00:00,
poll-2014-DE-1-53,study-2014-DE-Emerson-2014-09-12,1,Emerson,none,synthetic://fixtures/polls,4279608018c32102bf87e4358afa74a58e3e762831dfe10d64bf198ad7ad61ca,2014-09-09,2014-09-12,2014-09-12,,2026-09-13T15:08:13.804681+00:00,2014-09-12,,2014-09-12,2014-09-12,senate-2014,US_SENATE,DE,senate-2014-DE,LV,1200,IVR/Online,57.85,42.15,4.78,1.33,15.707,False,include,,fixtures-v1,2026-09-13T15:08:13.804681+00:00,
poll-2014-DE-2-9,study-2014-DE-RMG Research-2014-10-26,1,RMG Research,none,synthetic://fixtures/polls,5ac6b086c790b5b308f03cc74740d891844ffffe040bfda5287db7f9275b8707,2014-10-22,2014-10-26,2014-10-26,,2026-09-13T15:08:13.804681+00:00,2014-10-26,,2014-10-26,2014-10-26,senate-2014,US_SENATE,DE,senate-2014-DE,LV,750,Live Phone,55.46,44.54,3.98,0.19,10.922,False,include,,fixtures-v1,2026-09-13T15:08:13.804681+00:00,
poll-2014-DE-3-92,study-2014-DE-Siena-tracker,1,Siena,none,synthetic://fixtures/polls,4ef1aab94521b1d9e7f9ca9d741cda42b68aeb6d1ebe69f2e34dfcd88f3f7c80,2014-08-31,2014-09-03,2014-09-04,,2026-09-13T15:08:13.804681+00:00,2014-09-04,,2014-09-04,2014-09-03,senate-2014,US_SENATE,DE,senate-2014-DE,LV,500,Live Phone,55.96,44.04,4.91,1.89,11.922,False,include,,fixtures-v1,2026-09-13T15:08:13.804681+00:00,
poll-2014-DE-4-17,study-2014-DE-RMG Research-2014-10-18,1,RMG Research,none,synthetic://fixtures/polls,0974d993074224d487a72ffdd35585ae949998163a58177842a3ca77a28409c8,2014-10-15,2014-10-18,2014-10-18,,2026-09-13T15:08:13.804681+00:00,2014-10-18,,2014-10-18,2014-10-18,senate-2014,US_SENATE,DE,senate-2014-DE,LV,900,Live Phone,53.9,46.1,3.58,1.28,7.798,False,include,,fixtures-v1,2026-09-13T15:08:13.804681+00:00,
poll-2014-DE-5-48,study-2014-DE-Data for Progress-2014-09-17,1,Data for Progress,none,synthetic://fixtures/polls,6866a1e8f9953c814c9323e17ddab0a935bed752fce3b2c52df7baaae0630365,2014-09-13,2014-09-17,2014-09-17,,2026-09-13T15:08:13.804681+00:00,2014-09-17,,2014-09-17,2014-09-17,senate-2014,US_SENATE,DE,senate-2014-DE,LV,1200,IVR/Online,55.57,44.43,5.79,0.76,11.13,False,include,,fixtures-v1,2026-09-13T15:08:13.804681+00:00,
poll-2014-DE-6-146,study-2014-DE-PPP-2014-06-11,1,PPP,none,synthetic://fixtures/polls,a5fec7841b96ca65c4773a73e29a1c5969fe4f064e3eba32335b94c31ec52d5e,2014-06-08,2014-06-11,2014-06-11,,2026-09-13T15:08:13.804681+00:00,2014-06-11,,2014-06-11,2014-06-11,senate-2014,US_SENATE,DE,senate-2014-DE,LV,900,Online,57.31,42.69,4.01,2.27,14.614,False,include,,fixtures-v1,2026-09-13T15:08:13.804681+00:00,
poll-2014-DE-7-30,study-2014-DE-Quinnipiac-2014-10-05,1,Quinnipiac,none,synthetic://fixtures/polls,d2677c8228102cf42520b4ce5ba5ecd77a4bda5a99637b17c9cc78691c41f2de,2014-10-01,2014-10-05,2014-10-05,,2026-09-13T15:08:13.804681+00:00,2014-10-05,,2014-10-05,2014-10-05,senate-2014,US_SENATE,DE,senate-2014-DE,LV,600,IVR/Online,58.7,41.3,4.95,2.12,17.399,False,include,,fixtures-v1,2026-09-13T15:08:13.804681+00:00,
poll-2014-DE-8-52,study-2014-DE-RMG Research-2014-09-13,1,RMG Research,none,synthetic://fixtures/polls,9f2ebc951ccc8084bc50db7ea6015e9e35200f6539d90e95ef090cbe0939ebd9,2014-09-09,2014-09-13,2014-09-14,,2026-09-13T15:08:13.804681+00:00,2014-09-14,,2014-09-14,2014-09-13,senate-2014,US_SENATE,DE,senate-2014-DE,LV,500,IVR/Online,55.8,44.2,3.66,0.24,11.604,False,include,,fixtures-v1,2026-09-13T15:08:13.804681+00:00,
poll-2014-DE-9-108,study-2014-DE-YouGov-2014-07-19,1,YouGov,none,synthetic://fixtures/polls,26716f87218f09823effe909bf9ce7fb50fa5658d145ab0e9a9311856c09466e,2014-07-17,2014-07-19,2014-07-19,,2026-09-13T15:08:13.804681+00:00,2014-07-19,,2014-07-19,2014-07-19,senate-2014,US_SENATE,DE,senate-2014-DE,RV,400,Live Phone,53.77,46.23,4.98,0.86,7.537,False,include,,fixtures-v1,2026-09-13T15:08:13.804681+00:00,
poll-2014-DE-10-67,study-2014-DE-Quinnipiac-2014-08-29,1,Quinnipiac,none,synthetic://fixtures/polls,5cd9f4779b98527cf751e79c497cac8ba941847711d9d76eda2cfbf4295a78da,2014-08-25,2014-08-29,2014-08-29,,2026-09-13T15:08:13.804681+00:00,2014-08-29,,2014-08-29,2014-08-29,senate-2014,US_SENATE,DE,senate-2014-DE,LV,900,Online,54.37,45.63,3.46,1.08,8.731,False,include,,fixtures-v1,2026-09-13T15:08:13.804681+00:00,
poll-2014-DE-11-73,study-2014-DE-Emerson-2014-08-23,1,Emerson,none,synthetic://fixtures/polls,e00781845c2381bba1ee6f6df57b5b4b48d077b15b4838a7b1d6c932cc80d677,2014-08-20,2014-08-23,2014-08-24,,2026-09-13T15:08:13.804681+00:00,2014-08-24,,2014-08-24,2014-08-23,senate-2014,US_SENATE,DE,senate-2014-DE,RV,900,Online,59.03,40.97,5.48,1.22,18.062,False,include,,fixtures-v1,2026-09-13T15:08:13.804681+00:00,
poll-2014-GA-0-108,study-2014-GA-YouGov-tracker,1,YouGov,none,synthetic://fixtures/polls,8a2d96f1326a7176b4d7e55cdd9c613f9d93fbb98fb44cfb06d5cf9bc5e6bf07,2014-09-16,2014-09-19,2014-09-20,,2026-09-13T15:08:13.804681+00:00,2014-09-20,,2014-09-20,2014-09-19,senate-2014,US_SENATE,GA,senate-2014-GA,LV,900,Online,48.35,51.65,3.89,1.21,-3.301,False,include,,fixtures-v1,2026-09-13T15:08:13.804681+00:00,
poll-2014-GA-1-114,study-2014-GA-Quinnipiac-2014-07-13,1,Quinnipiac,none,synthetic://fixtures/polls,833783fb5a4e18bbba127c5c98b58e39929515d2ff94b62f12f7cd4cbb13bcb8,2014-07-11,2014-07-13,2014-07-13,,2026-09-13T15:08:13.804681+00:00,2014-07-13,,2014-07-13,2014-07-13,senate-2014,US_SENATE,GA,senate-2014-GA,LV,750,Live Phone,53.27,46.73,3.52,0.93,6.535,False,include,,fixtures-v1,2026-09-13T15:08:13.804681+00:00,
poll-2014-GA-2-145,study-2014-GA-YouGov-tracker,1,YouGov,none,synthetic://fixtures/polls,4913ec6f4313999ea05d41424c34ad315783e7bb96c7ea64da00617659dfa870,2014-09-14,2014-09-17,2014-09-18,,2026-09-13T15:08:13.804681+00:00,2014-09-18,,2014-09-18,2014-09-17,senate-2014,US_SENATE,GA,senate-2014-GA,LV,400,IVR/Online,53.8,46.2,3.33,0.45,7.598,False,include,,fixtures-v1,2026-09-13T15:08:13.804681+00:00,
poll-2014-GA-3-134,study-2014-GA-Quinnipiac-2014-06-23,1,Quinnipiac,none,synthetic://fixtures/polls,971314a668137dbbebdbf20a8943f6fb1a3857adb2e392b51d286ae7e1e8c8b4,2014-06-19,2014-06-23,2014-06-23,,2026-09-13T15:08:13.804681+00:00,2014-06-23,,2014-06-23,2014-06-23,senate-2014,US_SENATE,GA,senate-2014-GA,LV,500,Live Phone,48.86,51.14,5.57,0.53,-2.277,False,include,,fixtures-v1,2026-09-13T15:08:13.804681+00:00,
poll-2014-GA-4-53,study-2014-GA-PPP-2014-09-12,1,PPP,none,synthetic://fixtures/polls,d1160f1bc48b8ac455312deec1c51200be957842b2baa32899b726e50127ff06,2014-09-10,2014-09-12,2014-09-12,,2026-09-13T15:08:13.804681+00:00,2014-09-12,,2014-09-12,2014-09-12,senate-2014,US_SENATE,GA,senate-2014-GA,LV,750,Live Phone,48.58,51.42,4.44,0.86,-2.845,False,include,,fixtures-v1,2026-09-13T15:08:13.804681+00:00,
poll-2014-GA-5-138,study-2014-GA-SurveyUSA-2014-06-19,1,SurveyUSA,none,synthetic://fixtures/polls,f45031e4a461e50830c2914df7d96bc9059086e05a768ae17d55ae2318cc374b,2014-06-17,2014-06-19,2014-06-20,,2026-09-13T15:08:13.804681+00:00,2014-06-20,,2014-06-20,2014-06-19,senate-2014,US_SENATE,GA,senate-2014-GA,LV,750,IVR/Online,54.57,45.43,2.98,1.25,9.141,False,include,,fixtures-v1,2026-09-13T15:08:13.804681+00:00,
poll-2014-GA-6-145,study-2014-GA-Data for Progress-2014-06-12,1,Data for Progress,none,synthetic://fixtures/polls,c71f64088d5da06fad3aa855ad977bf45ab9260c113030e607ba48a606619df1,2014-06-09,2014-06-12,2014-06-13,,2026-09-13T15:08:13.804681+00:00,2014-06-13,,2014-06-13,2014-06-12,senate-2014,US_SENATE,GA,senate-2014-GA,RV,600,IVR/Online,55.27,44.73,4.21,1.3,10.538,False,include,,fixtures-v1,2026-09-13T15:08:13.804681+00:00,
poll-2014-GA-7-131,study-2014-GA-Data for Progress-2014-06-26,1,Data for Progress,none,synthetic://fixtures/polls,4a5b19f34fdf4091506f318bb38a9a26ffffe49312abadda22295769e916f5e2,2014-06-22,2014-06-26,2014-06-26,,2026-09-13T15:08:13.804681+00:00,2014-06-26,,2014-06-26,2014-06-26,senate-2014,US_SENATE,GA,senate-2014-GA,LV,1200,Online,51.1,48.9,4.66,1.55,2.203,False,include,,fixtures-v1,2026-09-13T15:08:13.804681+00:00,
poll-2014-GA-8-38,study-2014-GA-YouGov-2014-09-27,1,YouGov,none,synthetic://fixtures/polls,b87841a9e0368019e4d708cbdd983faae9ce81fb75694a40a181c2f486bc2bcf,2014-09-24,2014-09-27,2014-09-27,,2026-09-13T15:08:13.804681+00:00,2014-09-27,,2014-09-27,2014-09-27,senate-2014,US_SENATE,GA,senate-2014-GA,LV,900,Live Phone,47.93,52.07,5.14,1.75,-4.149,False,include,,fixtures-v1,2026-09-13T15:08:13.804681+00:00,
poll-2014-ID-0-37,study-2014-ID-PPP-tracker,1,PPP,none,synthetic://fixtures/polls,af6654beb5e8f4912bf43d9b94549b58199de4d42437709f62af3e03e145afee,2014-09-12,2014-09-15,2014-09-16,,2026-09-13T15:08:13.805678+00:00,2014-09-16,,2014-09-16,2014-09-15,senate-2014,US_SENATE,ID,senate-2014-ID,LV,750,Live Phone,37.08,62.92,5.76,2.06,-25.831,False,include,,fixtures-v1,2026-09-13T15:08:13.805678+00:00,
poll-2014-ID-1-56,study-2014-ID-PPP-tracker,1,PPP,none,synthetic://fixtures/polls,321b5512c253a0648e9d03efd9b3cc133f47ad3db00b6b656f2c9cc15f461f9e,2014-09-11,2014-09-14,2014-09-15,,2026-09-13T15:08:13.805678+00:00,2014-09-15,,2014-09-15,2014-09-14,senate-2014,US_SENATE,ID,senate-2014-ID,LV,900,Live Phone,33.9,66.1,3.93,0.77,-32.196,False,include,,fixtures-v1,2026-09-13T15:08:13.805678+00:00,
poll-2014-ID-2-62,study-2014-ID-PPP-tracker,1,PPP,none,synthetic://fixtures/polls,b64aa56d78b468c8a7428c6f578bd60354b3d0232efb719645fdffa71a9f31c2,2014-09-10,2014-09-13,2014-09-14,,2026-09-13T15:08:13.805678+00:00,2014-09-14,,2014-09-14,2014-09-13,senate-2014,US_SENATE,ID,senate-2014-ID,LV,400,IVR/Online,37.58,62.42,2.49,1.09,-24.834,False,include,,fixtures-v1,2026-09-13T15:08:13.805678+00:00,
poll-2014-ID-3-40,study-2014-ID-PPP-tracker,1,PPP,none,synthetic://fixtures/polls,d5d9c1b887fc8bf10f96bf8c683ab6c18cd929929d2e783797f16a506ca02a10,2014-09-09,2014-09-12,2014-09-13,,2026-09-13T15:08:13.805678+00:00,2014-09-13,,2014-09-13,2014-09-12,senate-2014,US_SENATE,ID,senate-2014-ID,RV,600,IVR/Online,37.51,62.49,4.95,1.54,-24.971,False,include,,fixtures-v1,2026-09-13T15:08:13.805678+00:00,
poll-2014-ID-4-41,study-2014-ID-SurveyUSA-2014-09-24,1,SurveyUSA,none,synthetic://fixtures/polls,4eed23c478ea37ac3a2ebd2f5efc47c5d63e39540160195e4867a5086246690b,2014-09-22,2014-09-24,2014-09-25,,2026-09-13T15:08:13.805678+00:00,2014-09-25,,2014-09-25,2014-09-24,senate-2014,US_SENATE,ID,senate-2014-ID,RV,1200,Online,31.68,68.32,1.31,1.15,-36.632,False,include,,fixtures-v1,2026-09-13T15:08:13.805678+00:00,
poll-2014-ID-5-104,study-2014-ID-Emerson-2014-07-23,1,Emerson,none,synthetic://fixtures/polls,b3fc276a3f6244abc24132163e5cf87d8a5d28ef1aa6e8c9e33bf34f4ba7a3cb,2014-07-21,2014-07-23,2014-07-24,,2026-09-13T15:08:13.805678+00:00,2014-07-24,,2014-07-24,2014-07-23,senate-2014,US_SENATE,ID,senate-2014-ID,RV,400,Live Phone,37.02,62.98,2.37,0.06,-25.964,False,include,,fixtures-v1,2026-09-13T15:08:13.805678+00:00,
poll-2014-IL-0-28,study-2014-IL-SurveyUSA-tracker,1,SurveyUSA,none,synthetic://fixtures/polls,0c03fdbfcc17829b4d3858653d512f4598d307e1e62215ab57b0d914f3982fc1,2014-10-04,2014-10-07,2014-10-08,,2026-09-13T15:08:13.805678+00:00,2014-10-08,,2014-10-08,2014-10-07,senate-2014,US_SENATE,IL,senate-2014-IL,LV,750,IVR/Online,56.44,43.56,3.29,1.67,12.888,False,include,,fixtures-v1,2026-09-13T15:08:13.805678+00:00,
poll-2014-IL-1-43,study-2014-IL-SurveyUSA-tracker,1,SurveyUSA,none,synthetic://fixtures/polls,064d376b47abdfc015203fc5f055fe3df030ddc01932944e115045694c84fa6d,2014-10-03,2014-10-06,2014-10-07,,2026-09-13T15:08:13.805678+00:00,2014-10-07,,2014-10-07,2014-10-06,senate-2014,US_SENATE,IL,senate-2014-IL,LV,400,Online,54.03,45.97,4.16,1.52,8.052,False,include,,fixtures-v1,2026-09-13T15:08:13.805678+00:00,
poll-2014-IL-2-19,study-2014-IL-SurveyUSA-tracker,1,SurveyUSA,none,synthetic://fixtures/polls,d93c43b01322d97d5e2080dc7d9d6ed510e0c93ca3cde5ed16bf0326041669c6,2014-10-02,2014-10-05,2014-10-06,,2026-09-13T15:08:13.805678+00:00,2014-10-06,,2014-10-06,2014-10-05,senate-2014,US_SENATE,IL,senate-2014-IL,RV,400,IVR/Online,59.48,40.52,3.62,0.16,18.951,False,include,,fixtures-v1,2026-09-13T15:08:13.805678+00:00,
poll-2014-IL-3-42,study-2014-IL-SurveyUSA-tracker,1,SurveyUSA,none,synthetic://fixtures/polls,a815941b37d10c78c3e243c5430d8072cc596dbac58bd95907b1720105ec9c21,2014-10-01,2014-10-04,2014-10-05,,2026-09-13T15:08:13.805678+00:00,2014-10-05,,2014-10-05,2014-10-04,senate-2014,US_SENATE,IL,senate-2014-IL,LV,1200,Live Phone,55.94,44.06,4.13,0.21,11.886,False,include,,fixtures-v1,2026-09-13T15:08:13.805678+00:00,
poll-2014-IL-4-7,study-2014-IL-Emerson-2014-10-28,1,Emerson,none,synthetic://fixtures/polls,1ff7e20691c944a5fdfe95ebf3ee04a92c118d624da9510bb7374c39823c3f93,2014-10-26,2014-10-28,2014-10-29,,2026-09-13T15:08:13.805678+00:00,2014-10-29,,2014-10-29,2014-10-28,senate-2014,US_SENATE,IL,senate-2014-IL,LV,600,IVR/Online,57.66,42.34,6.52,1.75,15.321,False,include,,fixtures-v1,2026-09-13T15:08:13.805678+00:00,
poll-2014-IL-5-16,study-2014-IL-Emerson-2014-10-19,1,Emerson,none,synthetic://fixtures/polls,68ac17042860d49c6c9e4a1af4d9a7b7813fc5d9a8a07424bb65a12b38228396,2014-10-16,2014-10-19,2014-10-20,,2026-09-13T15:08:13.805678+00:00,2014-10-20,,2014-10-20,2014-10-19,senate-2014,US_SENATE,IL,senate-2014-IL,LV,400,Live Phone,55.3,44.7,2.76,0.71,10.603,False,include,,fixtures-v1,2026-09-13T15:08:13.805678+00:00,
poll-2014-IL-6-135,study-2014-IL-Siena-2014-06-22,1,Siena,none,synthetic://fixtures/polls,472d13572f92a43a688976bfdba2950ba127ce3e94d1c88409be89526376b459,2014-06-20,2014-06-22,2014-06-23,,2026-09-13T15:08:13.805678+00:00,2014-06-23,,2014-06-23,2014-06-22,senate-2014,US_SENATE,IL,senate-2014-IL,LV,500,IVR/Online,56.28,43.72,5.46,0.13,12.553,False,include,,fixtures-v1,2026-09-13T15:08:13.805678+00:00,
poll-2014-IL-7-41,study-2014-IL-Siena-2014-09-24,1,Siena,none,synthetic://fixtures/polls,288c635c7b41b26ed424c76e733e7eed3c7a723b1fb921136005ad3f82f3c4c0,2014-09-20,2014-09-24,2014-09-25,,2026-09-13T15:08:13.805678+00:00,2014-09-25,,2014-09-25,2014-09-24,senate-2014,US_SENATE,IL,senate-2014-IL,RV,400,Live Phone,59.45,40.55,5.46,0.61,18.892,False,include,,fixtures-v1,2026-09-13T15:08:13.805678+00:00,
poll-2014-IL-8-16,study-2014-IL-SurveyUSA-2014-10-19,1,SurveyUSA,none,synthetic://fixtures/polls,a3a69f4b8048ab7dae0745321706cee2bf4bd97579bfb8a7164f552bde100b59,2014-10-16,2014-10-19,2014-10-19,,2026-09-13T15:08:13.805678+00:00,2014-10-19,,2014-10-19,2014-10-19,senate-2014,US_SENATE,IL,senate-2014-IL,LV,400,Online,59.39,40.61,5.09,0.78,18.773,False,include,,fixtures-v1,2026-09-13T15:08:13.805678+00:00,
poll-2014-IA-0-61,study-2014-IA-PPP-2014-09-04,1,PPP,none,synthetic://fixtures/polls,3ceb26c414b0ecd2bb4375d9364417b76c28138b0baa44e8588d78bac90d5a88,2014-09-01,2014-09-04,2014-09-04,,2026-09-13T15:08:13.805678+00:00,2014-09-04,,2014-09-04,2014-09-04,senate-2014,US_SENATE,IA,senate-2014-IA,LV,600,Online,52.88,47.12,4.81,1.1,5.762,False,include,,fixtures-v1,2026-09-13T15:08:13.805678+00:00,
poll-2014-IA-1-134,study-2014-IA-RMG Research-2014-06-23,1,RMG Research,none,synthetic://fixtures/polls,a631d16fbb2751953cc3165b3cd4a420faea5644350467b66e1eef817bb767c4,2014-06-20,2014-06-23,2014-06-24,,2026-09-13T15:08:13.805678+00:00,2014-06-24,,2014-06-24,2014-06-23,senate-2014,US_SENATE,IA,senate-2014-IA,LV,1200,IVR/Online,52.84,47.16,3.55,1.43,5.679,False,include,,fixtures-v1,2026-09-13T15:08:13.805678+00:00,
poll-2014-IA-2-99,study-2014-IA-Data for Progress-tracker,1,Data for Progress,none,synthetic://fixtures/polls,6ca90838631993410e8b15aa9acf4304929c45d4e91269ed646073736fcdd8fe,2014-09-05,2014-09-08,2014-09-09,,2026-09-13T15:08:13.805678+00:00,2014-09-09,,2014-09-09,2014-09-08,senate-2014,US_SENATE,IA,senate-2014-IA,LV,400,IVR/Online,50.14,49.86,5.01,1.11,0.281,False,include,,fixtures-v1,2026-09-13T15:08:13.805678+00:00,
poll-2014-IA-3-61,study-2014-IA-Data for Progress-tracker,1,Data for Progress,none,synthetic://fixtures/polls,be28b1750c43453909c48edf435a8506dc7ed1339d8dcef86c712ccb9f62d31e,2014-09-04,2014-09-07,2014-09-08,,2026-09-13T15:08:13.805678+00:00,2014-09-08,,2014-09-08,2014-09-07,senate-2014,US_SENATE,IA,senate-2014-IA,LV,400,IVR/Online,49.72,50.28,1.18,0.41,-0.561,False,include,,fixtures-v1,2026-09-13T15:08:13.805678+00:00,
poll-2014-IA-4-120,study-2014-IA-Emerson-2014-07-07,1,Emerson,none,synthetic://fixtures/polls,cc8e059088d1a8e11a0082486706db97608aa23ff8d6105d08e296cfb8fdb34c,2014-07-04,2014-07-07,2014-07-08,,2026-09-13T15:08:13.805678+00:00,2014-07-08,,2014-07-08,2014-07-07,senate-2014,US_SENATE,IA,senate-2014-IA,LV,1200,IVR/Online,47.49,52.51,5.35,0.1,-5.02,False,include,,fixtures-v1,2026-09-13T15:08:13.805678+00:00,
poll-2014-IA-5-148,study-2014-IA-SurveyUSA-2014-06-09,1,SurveyUSA,none,synthetic://fixtures/polls,722e24953e43aa4f590e4fa73a63121d42c559adb2f851ab1d61b00dbc1f86fc,2014-06-07,2014-06-09,2014-06-10,,2026-09-13T15:08:13.805678+00:00,2014-06-10,,2014-06-10,2014-06-09,senate-2014,US_SENATE,IA,senate-2014-IA,LV,900,Live Phone,52.83,47.17,3.32,1.22,5.654,False,include,,fixtures-v1,2026-09-13T15:08:13.805678+00:00,
poll-2014-IA-6-30,study-2014-IA-SurveyUSA-2014-10-05,1,SurveyUSA,none,synthetic://fixtures/polls,dbe8234451ad47fb511c039712e946961eed47713f2b45814d4b4e623da89d61,2014-10-01,2014-10-05,2014-10-05,,2026-09-13T15:08:13.805678+00:00,2014-10-05,,2014-10-05,2014-10-05,senate-2014,US_SENATE,IA,senate-2014-IA,RV,400,Online,47.61,52.39,1.85,0.12,-4.774,False,include,,fixtures-v1,2026-09-13T15:08:13.805678+00:00,
poll-2014-IA-7-85,study-2014-IA-PPP-2014-08-11,1,PPP,none,synthetic://fixtures/polls,f3383691f7be81d49038413e316a4026679a25a5d8f852b13297985f8594ce1d,2014-08-09,2014-08-11,2014-08-11,,2026-09-13T15:08:13.805678+00:00,2014-08-11,,2014-08-11,2014-08-11,senate-2014,US_SENATE,IA,senate-2014-IA,LV,750,Live Phone,48.05,51.95,1.9,1.25,-3.897,False,include,,fixtures-v1,2026-09-13T15:08:13.806677+00:00,
poll-2014-IA-8-28,study-2014-IA-Trafalgar-2014-10-07,1,Trafalgar,none,synthetic://fixtures/polls,9e62b05e04b6a56034010dfa11f7d8bba3c11c88bf25a23fd1aaeb0e20de32ac,2014-10-05,2014-10-07,2014-10-07,,2026-09-13T15:08:13.806677+00:00,2014-10-07,,2014-10-07,2014-10-07,senate-2014,US_SENATE,IA,senate-2014-IA,LV,1200,Online,47.17,52.83,3.25,0.82,-5.667,False,include,,fixtures-v1,2026-09-13T15:08:13.806677+00:00,
poll-2014-IA-9-91,study-2014-IA-RMG Research-2014-08-05,1,RMG Research,none,synthetic://fixtures/polls,3a8dea04b125cc49e2fad4f9226a0211670e9b3a0b21cd23ae70c44f35d882c6,2014-08-01,2014-08-05,2014-08-05,,2026-09-13T15:08:13.806677+00:00,2014-08-05,,2014-08-05,2014-08-05,senate-2014,US_SENATE,IA,senate-2014-IA,RV,750,Online,46.28,53.72,1.77,0.97,-7.437,False,include,,fixtures-v1,2026-09-13T15:08:13.806677+00:00,
