poll_id,study_id,release_version,pollster_id,sponsor_id,source_url,raw_hash,field_start,field_end,published_at,corrected_at,retrieved_at,valid_from,valid_to,available_at,event_time,election_id,office,state,race_id,population,sample_size,mode,dem_share,rep_share,undecided,other_share,two_party_margin,partisan,exclusion_status,exclusion_reason,parser_version,normalized_at,supersedes,geography_version_id,candidate_set_version,question_id,frame,recruitment,language,design_effect,leaners_included,multiway,questionnaire_hash,dem_candidate_id,dem_candidate_name,rep_candidate_id,rep_candidate_name,matchup_id,hypothetical,contest_kind,seat_name,election_stage
poll-2014-CO-11-10,study-2014-CO-Marist-2014-10-25,1,Marist,none,synthetic://fixtures/polls,75d3d0bab843a6f7d24f3d8ad274cbcecef9ae41b360d6ef4c91c033015f20f2,2014-10-22,2014-10-25,2014-10-25,,2026-09-19T19:43:06.334143+00:00,2014-10-25,,2014-10-25,2014-10-25,senate-2014,US_SENATE,CO,senate-2014-CO,LV,1200.0,Live Phone,54.48,45.52,4.92,0.26,8.958,False,include,,fixtures-v1,2026-09-19T19:43:06.334143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2014-CO-12-8,study-2014-CO-Emerson-2014-10-27,1,Emerson,none,synthetic://fixtures/polls,5233794354cc722de4fd844b92cd694bbd7b8bfb51f9ad2e97f388f99476bf5a,2014-10-25,2014-10-27,2014-10-27,,2026-09-19T19:43:06.334143+00:00,2014-10-27,,2014-10-27,2014-10-27,senate-2014,US_SENATE,CO,senate-2014-CO,LV,500.0,Online,57.66,42.34,3.46,0.88,15.313,False,include,,fixtures-v1,2026-09-19T19:43:06.334143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2014-CO-13-18,study-2014-CO-Marist-2014-10-17,1,Marist,none,synthetic://fixtures/polls,c042b21ae93e7a27477ac9cc84d46a760a8f117fbb6d3aeb0c59115e83cd744e,2014-10-13,2014-10-17,2014-10-17,,2026-09-19T19:43:06.334143+00:00,2014-10-17,,2014-10-17,2014-10-17,senate-2014,US_SENATE,CO,senate-2014-CO,LV,500.0,Live Phone,52.05,47.95,4.05,0.41,4.092,False,include,,fixtures-v1,2026-09-19T19:43:06.334143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2014-DE-0-50,study-2014-DE-Siena-tracker,1,Siena,none,synthetic://fixtures/polls,e250d3778b15700c2c46b1a3b03b71f958056316111cfdaa9d033fc78e8f105f,2014-09-10,2014-09-13,2014-09-14,,2026-09-19T19:43:06.334143+00:00,2014-09-14,,2014-09-14,2014-09-13,senate-2014,US_SENATE,DE,senate-2014-DE,LV,400.0,IVR/Online,59.58,40.42,5.6,1.84,19.155,False,include,,fixtures-v1,2026-09-19T19:43:06.334143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2014-DE-1-40,study-2014-DE-Trafalgar-2014-09-25,1,Trafalgar,none,synthetic://fixtures/polls,71c4ca281e38bbe2dac96bd30afda0f5c92eb908860f07d2fb4496a5e1b4389d,2014-09-22,2014-09-25,2014-09-25,,2026-09-19T19:43:06.334143+00:00,2014-09-25,,2014-09-25,2014-09-25,senate-2014,US_SENATE,DE,senate-2014-DE,LV,600.0,Online,62.05,37.95,5.93,1.27,24.091,False,include,,fixtures-v1,2026-09-19T19:43:06.335143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2014-DE-2-104,study-2014-DE-Emerson-2014-07-23,1,Emerson,none,synthetic://fixtures/polls,3e816b9cf1c036ec86a959ab42a7adbc35ad4b3a8f9f5b8fedb876cb2823c7c4,2014-07-20,2014-07-23,2014-07-23,,2026-09-19T19:43:06.335143+00:00,2014-07-23,,2014-07-23,2014-07-23,senate-2014,US_SENATE,DE,senate-2014-DE,LV,500.0,IVR/Online,55.37,44.63,3.23,0.36,10.746,False,include,,fixtures-v1,2026-09-19T19:43:06.335143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2014-DE-3-100,study-2014-DE-Siena-tracker,1,Siena,none,synthetic://fixtures/polls,61f4e621ad9a6ee6a943c97c7c7f81000245a7e53f0f826499b08f0c7d916aa5,2014-09-07,2014-09-10,2014-09-11,,2026-09-19T19:43:06.335143+00:00,2014-09-11,,2014-09-11,2014-09-10,senate-2014,US_SENATE,DE,senate-2014-DE,RV,500.0,IVR/Online,57.36,42.64,5.87,0.91,14.717,False,include,,fixtures-v1,2026-09-19T19:43:06.335143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2014-DE-4-6,study-2014-DE-Trafalgar-2014-10-29,1,Trafalgar,none,synthetic://fixtures/polls,3e4dcc5cd40730e634229183bf8dabd4d141ce247e143050320bd3907f686569,2014-10-26,2014-10-29,2014-10-29,,2026-09-19T19:43:06.335143+00:00,2014-10-29,,2014-10-29,2014-10-29,senate-2014,US_SENATE,DE,senate-2014-DE,LV,500.0,Online,58.04,41.96,6.0,0.85,16.073,False,include,,fixtures-v1,2026-09-19T19:43:06.335143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2014-GA-0-112,study-2014-GA-YouGov-tracker,1,YouGov,none,synthetic://fixtures/polls,aa77d51848b7ac06a5db7c3b38861c31d30bbefc7d99e656682a078c38705f44,2014-09-13,2014-09-16,2014-09-17,,2026-09-19T19:43:06.335143+00:00,2014-09-17,,2014-09-17,2014-09-16,senate-2014,US_SENATE,GA,senate-2014-GA,LV,750.0,Live Phone,54.59,45.41,1.61,0.57,9.181,False,include,,fixtures-v1,2026-09-19T19:43:06.335143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2014-GA-1-69,study-2014-GA-YouGov-tracker,1,YouGov,none,synthetic://fixtures/polls,cab27c499ab7bf95e590fc7cb58e0d5b21ff53767c740ab5b6e9377c63d9c111,2014-09-12,2014-09-15,2014-09-16,,2026-09-19T19:43:06.335143+00:00,2014-09-16,,2014-09-16,2014-09-15,senate-2014,US_SENATE,GA,senate-2014-GA,LV,750.0,Live Phone,50.37,49.63,2.25,0.06,0.741,False,include,,fixtures-v1,2026-09-19T19:43:06.335143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2014-GA-2-54,study-2014-GA-YouGov-tracker,1,YouGov,none,synthetic://fixtures/polls,80f1579a37b5824c426e022531661e55ef7d99894ba455b9c8c1a882b853c593,2014-09-11,2014-09-14,2014-09-15,,2026-09-19T19:43:06.335143+00:00,2014-09-15,,2014-09-15,2014-09-14,senate-2014,US_SENATE,GA,senate-2014-GA,LV,600.0,Live Phone,60.74,39.26,2.29,1.52,21.48,False,include,,fixtures-v1,2026-09-19T19:43:06.335143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2014-GA-3-65,study-2014-GA-YouGov-tracker,1,YouGov,none,synthetic://fixtures/polls,37f7afbe875940f29e3f646837c90b4e7399ed857c6d9f1e58004b46d99693e3,2014-09-10,2014-09-13,2014-09-14,,2026-09-19T19:43:06.335143+00:00,2014-09-14,,2014-09-14,2014-09-13,senate-2014,US_SENATE,GA,senate-2014-GA,LV,750.0,Online,54.82,45.18,2.95,0.38,9.643,False,include,,fixtures-v1,2026-09-19T19:43:06.335143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2014-GA-4-127,study-2014-GA-RMG Research-2014-06-30,1,RMG Research,none,synthetic://fixtures/polls,10f04f9f575c5a6feeed1a8fa5b885348024f21c41c85c60698698f87442df9a,2014-06-28,2014-06-30,2014-06-30,,2026-09-19T19:43:06.335143+00:00,2014-06-30,,2014-06-30,2014-06-30,senate-2014,US_SENATE,GA,senate-2014-GA,LV,500.0,Live Phone,52.68,47.32,5.45,1.45,5.353,False,include,,fixtures-v1,2026-09-19T19:43:06.335143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2014-GA-5-146,study-2014-GA-Siena-2014-06-11,1,Siena,none,synthetic://fixtures/polls,39a92f38f7aa0019b33977827595ed96c361fecb86469b8d759fad55509ce179,2014-06-08,2014-06-11,2014-06-12,,2026-09-19T19:43:06.335143+00:00,2014-06-12,,2014-06-12,2014-06-11,senate-2014,US_SENATE,GA,senate-2014-GA,LV,1200.0,Online,52.75,47.25,6.45,0.6,5.501,False,include,,fixtures-v1,2026-09-19T19:43:06.335143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2014-GA-6-116,study-2014-GA-RMG Research-2014-07-11,1,RMG Research,none,synthetic://fixtures/polls,82b2a02e75af4e52c116e3b4a056bf2da9956c8ddda0621712a974d0fa25c863,2014-07-08,2014-07-11,2014-07-11,,2026-09-19T19:43:06.335143+00:00,2014-07-11,,2014-07-11,2014-07-11,senate-2014,US_SENATE,GA,senate-2014-GA,LV,500.0,Online,51.39,48.61,2.42,1.76,2.788,False,include,,fixtures-v1,2026-09-19T19:43:06.335143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2014-GA-7-90,study-2014-GA-Quinnipiac-2014-08-06,1,Quinnipiac,none,synthetic://fixtures/polls,92e1fe5a08d02e9a9e58a94a4cf2c858ff52c7d7c84e46f5bdfae7ff5c7eee1e,2014-08-02,2014-08-06,2014-08-06,,2026-09-19T19:43:06.335143+00:00,2014-08-06,,2014-08-06,2014-08-06,senate-2014,US_SENATE,GA,senate-2014-GA,LV,900.0,Online,51.55,48.45,2.86,0.61,3.102,False,include,,fixtures-v1,2026-09-19T19:43:06.335143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2014-GA-8-17,study-2014-GA-SurveyUSA-2014-10-18,1,SurveyUSA,none,synthetic://fixtures/polls,9691bb38cb18a451ac7582e347d2a2be7fc46a9bf2cd29d47bc0bcf5e0efac1d,2014-10-16,2014-10-18,2014-10-19,,2026-09-19T19:43:06.335143+00:00,2014-10-19,,2014-10-19,2014-10-18,senate-2014,US_SENATE,GA,senate-2014-GA,LV,1200.0,IVR/Online,54.97,45.03,7.4,1.59,9.944,False,include,,fixtures-v1,2026-09-19T19:43:06.335143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2014-GA-9-143,study-2014-GA-RMG Research-2014-06-14,1,RMG Research,none,synthetic://fixtures/polls,d01e0ecf70e9853828a33da2d9dc53d1b870630007bee7e1283fa3d0af84172c,2014-06-10,2014-06-14,2014-06-14,,2026-09-19T19:43:06.335143+00:00,2014-06-14,,2014-06-14,2014-06-14,senate-2014,US_SENATE,GA,senate-2014-GA,LV,750.0,Live Phone,50.12,49.88,7.52,1.08,0.237,False,include,,fixtures-v1,2026-09-19T19:43:06.335143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2014-GA-10-45,study-2014-GA-Trafalgar-2014-09-20,1,Trafalgar,none,synthetic://fixtures/polls,1ae0d16dbabd6c4874f6a9bccba9b698e50102fc94d46efec5a9719f53e9d230,2014-09-16,2014-09-20,2014-09-20,,2026-09-19T19:43:06.335143+00:00,2014-09-20,,2014-09-20,2014-09-20,senate-2014,US_SENATE,GA,senate-2014-GA,LV,400.0,Live Phone,51.8,48.2,3.69,0.75,3.607,False,include,,fixtures-v1,2026-09-19T19:43:06.335143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2014-GA-11-63,study-2014-GA-RMG Research-2014-09-02,1,RMG Research,none,synthetic://fixtures/polls,5ddc9e4e8c2b5ffa9d5446043bdecf98bc0e553b89ad078eef7b0338371c62d5,2014-08-30,2014-09-02,2014-09-03,,2026-09-19T19:43:06.335143+00:00,2014-09-03,,2014-09-03,2014-09-02,senate-2014,US_SENATE,GA,senate-2014-GA,LV,500.0,IVR/Online,51.29,48.71,3.54,0.25,2.578,False,include,,fixtures-v1,2026-09-19T19:43:06.335143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2014-HI-0-79,study-2014-HI-RMG Research-tracker,1,RMG Research,none,synthetic://fixtures/polls,a467218969fcfb5fad5fbdac3defffc9ade2055343ba86f575c657fe1d425541,2014-09-24,2014-09-27,2014-09-28,,2026-09-19T19:43:06.335143+00:00,2014-09-28,,2014-09-28,2014-09-27,senate-2014,US_SENATE,HI,senate-2014-HI-special,LV,400.0,Online,63.05,36.95,1.12,0.75,26.094,False,include,,fixtures-v1,2026-09-19T19:43:06.335143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2014-HI-1-102,study-2014-HI-RMG Research-tracker,1,RMG Research,none,synthetic://fixtures/polls,9eaccf0691780fc6c8b268bb6fc305e7e9900121b2bc452613c9dc282fdfabde,2014-09-23,2014-09-26,2014-09-27,,2026-09-19T19:43:06.335143+00:00,2014-09-27,,2014-09-27,2014-09-26,senate-2014,US_SENATE,HI,senate-2014-HI-special,RV,750.0,Live Phone,65.82,34.18,6.61,0.84,31.633,False,include,,fixtures-v1,2026-09-19T19:43:06.335143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2014-HI-2-52,study-2014-HI-RMG Research-tracker,1,RMG Research,none,synthetic://fixtures/polls,c5c12174ed9de3e5871c5f7c5e4085731b7c58fff85f7cc9313baee995731b92,2014-09-22,2014-09-25,2014-09-26,,2026-09-19T19:43:06.335143+00:00,2014-09-26,,2014-09-26,2014-09-25,senate-2014,US_SENATE,HI,senate-2014-HI-special,RV,900.0,Live Phone,65.25,34.75,4.13,1.45,30.494,False,include,,fixtures-v1,2026-09-19T19:43:06.335143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2014-HI-3-81,study-2014-HI-RMG Research-tracker,1,RMG Research,none,synthetic://fixtures/polls,53359d5710254e0958790753f9a6296e6a87d2458bec3c19ad8681c5386d4351,2014-09-21,2014-09-24,2014-09-25,,2026-09-19T19:43:06.335143+00:00,2014-09-25,,2014-09-25,2014-09-24,senate-2014,US_SENATE,HI,senate-2014-HI-special,LV,1200.0,IVR/Online,56.52,43.48,4.91,1.45,13.031,False,include,,fixtures-v1,2026-09-19T19:43:06.335143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2014-HI-4-65,study-2014-HI-Quinnipiac-2014-08-31,1,Quinnipiac,none,synthetic://fixtures/polls,391b4d5db9f4f9641112dfa3aa4ae0866b5b6703af090d108fee29ca172a8956,2014-08-28,2014-08-31,2014-08-31,,2026-09-19T19:43:06.335143+00:00,2014-08-31,,2014-08-31,2014-08-31,senate-2014,US_SENATE,HI,senate-2014-HI-special,LV,500.0,Live Phone,69.08,30.92,2.31,0.48,38.155,False,include,,fixtures-v1,2026-09-19T19:43:06.335143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2014-HI-5-3,study-2014-HI-YouGov-2014-11-01,1,YouGov,none,synthetic://fixtures/polls,084560454539fe64fb322d9b05620a0b7f8cb9baaf331ef40522b269d602daf8,2014-10-30,2014-11-01,2014-11-02,,2026-09-19T19:43:06.336143+00:00,2014-11-02,,2014-11-02,2014-11-01,senate-2014,US_SENATE,HI,senate-2014-HI-special,LV,600.0,Online,67.54,32.46,4.86,1.47,35.077,False,include,,fixtures-v1,2026-09-19T19:43:06.336143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2014-HI-6-143,study-2014-HI-Marist-2014-06-14,1,Marist,none,synthetic://fixtures/polls,5e4714ac3011c0402f0cb3a3f6a2bb65a45264d5f5ec9008f5540e31c4551e3f,2014-06-10,2014-06-14,2014-06-14,,2026-09-19T19:43:06.336143+00:00,2014-06-14,,2014-06-14,2014-06-14,senate-2014,US_SENATE,HI,senate-2014-HI-special,LV,900.0,Online,67.76,32.24,5.81,1.41,35.511,False,include,,fixtures-v1,2026-09-19T19:43:06.336143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2014-HI-7-130,study-2014-HI-Data for Progress-2014-06-27,1,Data for Progress,none,synthetic://fixtures/polls,655cf8ab27f86b6f3e4f66ec645274948d70eec7561e89a70b4b080069bd7f77,2014-06-23,2014-06-27,2014-06-27,,2026-09-19T19:43:06.336143+00:00,2014-06-27,,2014-06-27,2014-06-27,senate-2014,US_SENATE,HI,senate-2014-HI-special,LV,600.0,Online,71.27,28.73,4.52,0.9,42.538,False,include,,fixtures-v1,2026-09-19T19:43:06.336143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2014-HI-8-4,study-2014-HI-Marist-2014-10-31,1,Marist,none,synthetic://fixtures/polls,9b15259c43f6d2f79556f26cd86c549947e7e9c276754d2e9fe4159b5c70162b,2014-10-27,2014-10-31,2014-11-01,,2026-09-19T19:43:06.336143+00:00,2014-11-01,,2014-11-01,2014-10-31,senate-2014,US_SENATE,HI,senate-2014-HI-special,LV,400.0,IVR/Online,64.21,35.79,7.26,0.99,28.417,False,include,,fixtures-v1,2026-09-19T19:43:06.336143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2014-HI-9-111,study-2014-HI-YouGov-2014-07-16,1,YouGov,none,synthetic://fixtures/polls,8f515f4c4ae4cf6786560b91573258cae2189de55f7db7cce304aeb9fe625dce,2014-07-14,2014-07-16,2014-07-16,,2026-09-19T19:43:06.336143+00:00,2014-07-16,,2014-07-16,2014-07-16,senate-2014,US_SENATE,HI,senate-2014-HI-special,RV,750.0,Online,71.01,28.99,2.71,1.03,42.02,False,include,,fixtures-v1,2026-09-19T19:43:06.336143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2014-HI-10-30,study-2014-HI-PPP-2014-10-05,1,PPP,none,synthetic://fixtures/polls,05392d6076bee5161a63d8184b5bb56f8bd290d8e0b6d402fe2e975ef1187e47,2014-10-01,2014-10-05,2014-10-05,,2026-09-19T19:43:06.336143+00:00,2014-10-05,,2014-10-05,2014-10-05,senate-2014,US_SENATE,HI,senate-2014-HI-special,LV,750.0,IVR/Online,67.87,32.13,4.12,1.89,35.746,False,include,,fixtures-v1,2026-09-19T19:43:06.336143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2014-HI-11-105,study-2014-HI-Trafalgar-2014-07-22,1,Trafalgar,none,synthetic://fixtures/polls,1f87b5d72abaf461a32b02089f345d1fe52778fe610c518ba6f89aac6847f861,2014-07-20,2014-07-22,2014-07-22,,2026-09-19T19:43:06.336143+00:00,2014-07-22,,2014-07-22,2014-07-22,senate-2014,US_SENATE,HI,senate-2014-HI-special,RV,600.0,Live Phone,64.73,35.27,2.58,0.19,29.459,False,include,,fixtures-v1,2026-09-19T19:43:06.336143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2014-HI-12-27,study-2014-HI-Emerson-2014-10-08,1,Emerson,none,synthetic://fixtures/polls,1a5b6caab5030a770de1693a87546f12407578972eb0d74baccc01afb4776cc3,2014-10-04,2014-10-08,2014-10-08,,2026-09-19T19:43:06.336143+00:00,2014-10-08,,2014-10-08,2014-10-08,senate-2014,US_SENATE,HI,senate-2014-HI-special,RV,600.0,IVR/Online,67.07,32.93,2.7,0.79,34.133,False,include,,fixtures-v1,2026-09-19T19:43:06.336143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2014-HI-13-41,study-2014-HI-Marist-2014-09-24,1,Marist,none,synthetic://fixtures/polls,25b2009ceb36513b0252f24879e606cf302cad8683df6b3cc19a300a86390eab,2014-09-21,2014-09-24,2014-09-24,,2026-09-19T19:43:06.336143+00:00,2014-09-24,,2014-09-24,2014-09-24,senate-2014,US_SENATE,HI,senate-2014-HI-special,RV,1200.0,Live Phone,66.11,33.89,4.17,0.2,32.229,False,include,,fixtures-v1,2026-09-19T19:43:06.336143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2014-IA-0-108,study-2014-IA-Siena-tracker,1,Siena,none,synthetic://fixtures/polls,db69742c7db20a2d931ed5f1d9e0a7e04cc6f33b5c581155b466f571bbbfd88a,2014-09-26,2014-09-29,2014-09-30,,2026-09-19T19:43:06.337143+00:00,2014-09-30,,2014-09-30,2014-09-29,senate-2014,US_SENATE,IA,senate-2014-IA,LV,500.0,Live Phone,53.61,46.39,3.79,0.19,7.219,False,include,,fixtures-v1,2026-09-19T19:43:06.337143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2014-IA-1-59,study-2014-IA-Siena-tracker,1,Siena,none,synthetic://fixtures/polls,63c485540311013091207f6eee0fe4c81268d165d9d5a9b9be0697e77d841af5,2014-09-25,2014-09-28,2014-09-29,,2026-09-19T19:43:06.337143+00:00,2014-09-29,,2014-09-29,2014-09-28,senate-2014,US_SENATE,IA,senate-2014-IA,LV,500.0,Online,53.86,46.14,5.21,1.65,7.712,False,include,,fixtures-v1,2026-09-19T19:43:06.337143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2014-IA-2-64,study-2014-IA-Siena-tracker,1,Siena,none,synthetic://fixtures/polls,235b3219d6ca87980be4cbe20607397d5867c0adcce67c2942f25de1c8232377,2014-09-24,2014-09-27,2014-09-28,,2026-09-19T19:43:06.337143+00:00,2014-09-28,,2014-09-28,2014-09-27,senate-2014,US_SENATE,IA,senate-2014-IA,RV,750.0,Live Phone,50.13,49.87,4.44,0.82,0.257,False,include,,fixtures-v1,2026-09-19T19:43:06.337143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2014-IA-3-70,study-2014-IA-Siena-tracker,1,Siena,none,synthetic://fixtures/polls,7e5c26444a34ec203db7d172d3cb16c7003855ea8f64c3ae71b625522f5fb8ec,2014-09-23,2014-09-26,2014-09-27,,2026-09-19T19:43:06.337143+00:00,2014-09-27,,2014-09-27,2014-09-26,senate-2014,US_SENATE,IA,senate-2014-IA,LV,500.0,Live Phone,46.03,53.97,5.48,0.6,-7.935,False,include,,fixtures-v1,2026-09-19T19:43:06.337143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2014-IA-4-80,study-2014-IA-RMG Research-2014-08-16,1,RMG Research,none,synthetic://fixtures/polls,7bebc687d46dba8c52b19b018604206bbdcc2bdbede6a59754b01e12d6fb7fd1,2014-08-14,2014-08-16,2014-08-16,,2026-09-19T19:43:06.337143+00:00,2014-08-16,,2014-08-16,2014-08-16,senate-2014,US_SENATE,IA,senate-2014-IA,LV,400.0,Online,48.5,51.5,5.84,0.49,-2.992,False,include,,fixtures-v1,2026-09-19T19:43:06.337143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2014-IA-5-137,study-2014-IA-RMG Research-2014-06-20,1,RMG Research,none,synthetic://fixtures/polls,27011d50116c8787901f548bb0819cd783c50a59ad21c22519e7e9e23c8663d0,2014-06-18,2014-06-20,2014-06-20,,2026-09-19T19:43:06.337143+00:00,2014-06-20,,2014-06-20,2014-06-20,senate-2014,US_SENATE,IA,senate-2014-IA,RV,900.0,IVR/Online,47.72,52.28,5.11,1.14,-4.562,False,include,,fixtures-v1,2026-09-19T19:43:06.337143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2014-IA-6-55,study-2014-IA-Trafalgar-2014-09-10,1,Trafalgar,none,synthetic://fixtures/polls,607adbcc5d7ca5e4eb5661924fff9eb60fb6806ccfa9f99388a441ab6b9a8229,2014-09-08,2014-09-10,2014-09-10,,2026-09-19T19:43:06.337143+00:00,2014-09-10,,2014-09-10,2014-09-10,senate-2014,US_SENATE,IA,senate-2014-IA,LV,900.0,Live Phone,47.41,52.59,0.61,0.53,-5.172,False,include,,fixtures-v1,2026-09-19T19:43:06.337143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2014-ID-0-68,study-2014-ID-Quinnipiac-tracker,1,Quinnipiac,none,synthetic://fixtures/polls,332dc9e609e66e17101f671531ef5ddc49201ca4d5d5e801893d5681864a61af,2014-09-13,2014-09-16,2014-09-17,,2026-09-19T19:43:06.337143+00:00,2014-09-17,,2014-09-17,2014-09-16,senate-2014,US_SENATE,ID,senate-2014-ID,LV,600.0,Live Phone,33.75,66.25,3.2,1.42,-32.508,False,include,,fixtures-v1,2026-09-19T19:43:06.338143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2014-ID-1-44,study-2014-ID-Quinnipiac-tracker,1,Quinnipiac,none,synthetic://fixtures/polls,05201a2876830e3ca35facc50ca27b5b142ff99b009d5ddc10243451870ae625,2014-09-12,2014-09-15,2014-09-16,,2026-09-19T19:43:06.338143+00:00,2014-09-16,,2014-09-16,2014-09-15,senate-2014,US_SENATE,ID,senate-2014-ID,LV,1200.0,IVR/Online,36.94,63.06,3.47,1.59,-26.123,False,include,,fixtures-v1,2026-09-19T19:43:06.338143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2014-ID-2-41,study-2014-ID-Data for Progress-2014-09-24,1,Data for Progress,none,synthetic://fixtures/polls,440cf1a30d6b073e19c844314832dffe512068d29cbc3d5bacabb1fabe27c176,2014-09-22,2014-09-24,2014-09-24,,2026-09-19T19:43:06.338143+00:00,2014-09-24,,2014-09-24,2014-09-24,senate-2014,US_SENATE,ID,senate-2014-ID,LV,400.0,Online,27.96,72.04,2.07,1.63,-44.085,False,include,,fixtures-v1,2026-09-19T19:43:06.338143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2014-ID-3-127,study-2014-ID-Siena-2014-06-30,1,Siena,none,synthetic://fixtures/polls,63a697e97f3830f8c688380068e113b82c3659ab4aaf29e0ef5b540f937d1097,2014-06-28,2014-06-30,2014-07-01,,2026-09-19T19:43:06.338143+00:00,2014-07-01,,2014-07-01,2014-06-30,senate-2014,US_SENATE,ID,senate-2014-ID,LV,900.0,IVR/Online,33.86,66.14,5.74,0.78,-32.273,False,include,,fixtures-v1,2026-09-19T19:43:06.338143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2014-ID-4-110,study-2014-ID-Quinnipiac-2014-07-17,1,Quinnipiac,none,synthetic://fixtures/polls,fc9767a7074bd0602a68916a73332d0195033005d05e93be1eaf8904f94abb63,2014-07-14,2014-07-17,2014-07-18,,2026-09-19T19:43:06.338143+00:00,2014-07-18,,2014-07-18,2014-07-17,senate-2014,US_SENATE,ID,senate-2014-ID,LV,1200.0,Live Phone,34.56,65.44,5.67,0.82,-30.873,False,include,,fixtures-v1,2026-09-19T19:43:06.338143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2014-ID-5-143,study-2014-ID-Marist-2014-06-14,1,Marist,none,synthetic://fixtures/polls,98a57c48938bd31d4ce7d1cc69914cd93afac18939876438513e8441d4a96a31,2014-06-12,2014-06-14,2014-06-14,,2026-09-19T19:43:06.338143+00:00,2014-06-14,,2014-06-14,2014-06-14,senate-2014,US_SENATE,ID,senate-2014-ID,LV,900.0,Online,37.54,62.46,4.87,0.98,-24.929,False,include,,fixtures-v1,2026-09-19T19:43:06.338143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2014-ID-6-56,study-2014-ID-PPP-2014-09-09,1,PPP,none,synthetic://fixtures/polls,be0fbe812b5eeeba0bf797abe8e4bea735c50e24fc30656242b877ac0a4a9078,2014-09-07,2014-09-09,2014-09-10,,2026-09-19T19:43:06.338143+00:00,2014-09-10,,2014-09-10,2014-09-09,senate-2014,US_SENATE,ID,senate-2014-ID,LV,500.0,IVR/Online,35.48,64.52,2.28,1.07,-29.046,False,include,,fixtures-v1,2026-09-19T19:43:06.338143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2014-ID-7-121,study-2014-ID-Trafalgar-2014-07-06,1,Trafalgar,none,synthetic://fixtures/polls,21acef0c39dae7f3c6d9c90c2a5fed71020bbfca04347bcb968c854e6eefa693,2014-07-02,2014-07-06,2014-07-06,,2026-09-19T19:43:06.338143+00:00,2014-07-06,,2014-07-06,2014-07-06,senate-2014,US_SENATE,ID,senate-2014-ID,RV,600.0,IVR/Online,34.34,65.66,7.95,1.04,-31.318,False,include,,fixtures-v1,2026-09-19T19:43:06.338143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2014-ID-8-8,study-2014-ID-PPP-2014-10-27,1,PPP,none,synthetic://fixtures/polls,a96e4f0021606c1d465a9529d1d4a30efaae6ad3473bd329169dea574377b9f5,2014-10-24,2014-10-27,2014-10-27,,2026-09-19T19:43:06.338143+00:00,2014-10-27,,2014-10-27,2014-10-27,senate-2014,US_SENATE,ID,senate-2014-ID,LV,1200.0,IVR/Online,38.84,61.16,5.1,0.49,-22.32,False,include,,fixtures-v1,2026-09-19T19:43:06.338143+00:00,,,,,,,,,,,,,,,,,,,,
